用户名,推荐,游戏时长,评论,政治敏感,评论长度,情感得分
coco.w,Recommended,38.8,"
					只能说合格的罐头，优化略差，粉丝向游戏，能卖那么多份是我没想到的，看样子哈迷还是多哈",0,48,0.23207020289550473
日出新血,Not Recommended,53.8,"
					什么垃圾罐头游戏，就这破优化还玩开放世界！？你把你的闪退和音频电流问题搞搞清楚再来圈钱！除了部分演出和学校设计，收集要素可以说是又臭又长，一无是处，无聊透顶！剧情流程罐中之罐，选项毫无意义！说是开放世界，其实去哪都有等级、开锁限制！1800年代的英国充斥着zzzq。开放世界的精髓一个没学到，纯纯的罐头堆料游戏，简直TM浪费钱背包一点点，鉴定一定要回有求必应，卖东西又必须去商店。重复无聊的开锁。通马桶任务流程。同质化解密。一大堆前置过场，等你真正开始游玩才发现过了退款时间。粪中粪！",1,248,0.007305369729552202
Narcissus,Recommended,40.5,"
					为什么一定要把菲戈教授写死呢？？？？？？？支线很多，但是真正让人想做得很少，尤其是和几个朋友的支线做完了就没什么了小塞也是全游为数不多的悲剧",0,76,0.993262836191485
Charon,Recommended,59.5,"
					对哈利波特的粉丝来说是神作，对路人来说价格太高了",0,30,0.9998514512545174
MfAy,Not Recommended,9.2,"
					你大爷的 刚进学院睡醒找谁对话都必闪退 这我还玩个瘠薄",0,33,0.13207484467140274
蜂蜜公爵,Recommended,42.6,"
					我宁愿相信我只是个麻瓜，也不愿相信世界上不存在魔法",0,31,0.960517481706411
翻斗花园胡图图,Recommended,41.0,"
					好玩 可以打mod 玩的还挺开心的 后面解密太重复了 但是在天上骑扫帚还是很开心",0,46,0.9992677183330106
MERILIN MO,Recommended,48.9,"
					很喜欢这个ip 推荐 
",0,18,0.8576589657061817
只玩弱势阳间,Recommended,5.4,"
					粉丝向游戏",0,11,0.8502247039872722
晴天大白菜,Recommended,62.6,"
					非常喜欢这个游戏，如果给十足的哈迷可能觉得还不够，对于我这种普通的已经觉得非常棒了。玩完以后希望能够出个DLC或者马上出个2继续由更多新的体验。",0,78,0.9995730125121187
Jalen_4,Recommended,19.4,"
					好玩好玩",0,10,0.9267960476288862
幻夜之殇,Not Recommended,121.5,"
					什么屎山代码，本来想给好评的，一堆小bug真是受够了，叫bug之遗吧。打怪，变形术变的火药桶时不时没法投掷；长时间骑扫帚飞行必然崩溃，我本来喜欢自己找收集品的，现在只能去找攻略来短时间找到；开过的门还显示关闭状态，又去看就白跑一趟；有求必应屋卡野兽视角，重新传送才能解决；树篱迷宫卡箱子关闭，得重新读档，不读档而是传送走再回来的话箱子就没了；战斗竞技场死亡重开会卡魔咒不显示，没法直接退出，也没法传送，只能读档；也是战斗竞技场，某次敌人消失，到处找不到，也没法退出战斗，又只能重新读档；梅林试练，只有刚触发时，可以用扫帚跳平台，飞来咒拉大球；中间要是失败了，就不行了，只能退出游戏后重启才行或者自己跳平台与统统飞走推球；人物模型光照奇怪，很多时候眼睛凸出像个妖怪。有次潜水，直接给我卡天上动不了；一堆bug，问题都不大，最差的也是重启就能解决，但是真tmd烦人啊，任何时候都有可能出bug。体积雾做得狗屎一样，删了雾清爽多了；对了，加血药你就算不想给更高上限，那加血药箱子开了就别显示啊，次次扫描到次次又白跑一趟。",0,463,3.7221812299037538e-09
DONT KILL ME,Not Recommended,8.6,"
					优化好差！",0,11,0.29621196018318674
丶布兰迪,Not Recommended,35.7,"
					nmd,为什么会掉存档，解了一晚上的迷白解",0,27,0.710686263638341
I-LOVE-BAIHUA,Recommended,20.7,"
					好玩的咧",0,10,0.7714872740513108
李呀李呀李嘉图,Not Recommended,0.9,"
					原本感觉还行，结果给我闪退，懒得折腾，退款了，这年头游戏都什么史优化",0,40,0.07016541068912974
温贱贱,Not Recommended,78.0,"
					不好玩",0,9,0.6641622576958138
MT,Not Recommended,2.9,"
					差评，角色长的真的丑，给我看吐了",0,22,0.09203120597675374
弗朗西斯扎比,Not Recommended,13.3,"
					我不仅后悔我买了，我更后悔的是我玩了。剧情一般，主要npc设计一般，任务设计一坨，没玩过这么无聊的游戏。如果是粉丝可以买来当看风景的，作为游戏来说也就50分吧，不及格。想要来霍格沃兹上课的有福了，这游戏玩起来真的比我上课还无聊耶",0,120,0.9877476211749248
hhzjack,Recommended,52.9,"
					圆你一个魔法梦",0,13,0.9351513829295132
混吃等死的陈某人,Not Recommended,20.7,"
					游戏是好游戏 就是能不能不闪退",0,21,0.3634145825898547
寸心·铭刻,Recommended,18.8,"
					不错，好玩",0,11,0.9544416122540641
是萧烨吖,Recommended,60.9,"
					哈迷无脑入 
",0,13,0.6570545323977373
铭棣谙,Recommended,53.3,"
					好玩",0,8,0.7894736842105263
Kim Jong-un,Recommended,89.5,"
					本以为我是去霍格沃茨学院学习魔法的，原来我是去有求必应屋学习装修的。。。。。。",0,45,0.9998180405581183
旅法师1先森,Not Recommended,48.9,"
					49h. 游玩《霍格沃茨之遗》的过程是非常特别的体验，童年时代梦想中的霍格沃茨以如此精致、高完成度和自由度的模样让你自由体验，骑着飞天扫帚脚底划过黑湖的水面、围绕着城堡看着夕阳翱翔的感觉仿佛梦想成真一般令人激动，遑论游戏还慷慨地给予了完整的霍格莫德、禁林、甚至一整个原创的庞大世界供人探索和遨游，各种小说中的魔法也可以任意操纵。然而游戏拙劣的原创故事却始终让人难以切身代入其中，游戏前期的故事缺乏情怀体验，末期的展开更是显得赶工仓促而充满出戏的疏漏，但这并非是游戏最大的硬伤，真正让游戏显得中庸的，是它空洞乏味的游戏性，它是一个美而无趣的花瓶，所有咒语的实际功效、精心设计但是非常鸡肋的战斗特性、满地图重复劳动却毫无乐趣可言的探索，让这个美丽的开放世界终究显得非常三流。这也许是最令人叹息的失败之作。",0,356,1.0
Fearless,Recommended,27.0,"
					ip粉冲冲冲 神中神",0,16,0.9120663017458558
ikikyou,Recommended,35.6,"
					不错不错",0,10,0.9719626363008976
鹿小草,Recommended,6.3,"
					真不错",0,9,0.8632519542194063
焦糖奶茶,Not Recommended,51.5,"
					缺点：优化垃圾，优化不够逼着玩家自己上硬件抗，各种闪退和BUG，经历过：闪退再进任务从头开始，人物模型突然掉出地图死亡等。巨吃游戏内存（内存不足32G的，就得自己整虚拟内存。）这就是闪退的原因。游戏交互内容少的一批，而且还充斥着各种政治正确，例如：女同，人妖等等见鬼的玩意。游戏里的学生NPC放眼过去黑人占了五分之二，教授里还混杂了几个印度人，韩国人，日本人。里面还有个女配角不仅是个贼丑的黑人，还是个圣母婊。（女拳斗士JK·罗琳，这盛世如你所愿。）优点：霍格沃茨的建筑模型非常棒，能随意使用各种黑魔法，能够养神奇动物，并且还是如今唯一一款哈利波特游戏。",1,283,0.9999999999999993
今天也好困,Recommended,55.1,"
					内容做的无可挑剔，细节非常还原，剧情建模场景和打击感都没得说，就是我必须要吐槽这个优化！！优化简直是太烂了！4060不管开什么画质都掉帧！就是掉帧！怎么调都没用。在b站找了一下看有人说4090也掉帧真是没办法了，steamdeck全低画质倒是不掉，估计在ps xbox这种机器上玩会好一点吧，又爱又恨的。",0,158,0.2754669819315544
首先我是爷们，其次我是女姛,Not Recommended,64.2,"
					游戏优化巨差，4080显卡32G内存，会爆显存，爆完显存爆内存，现在好了，点开始游戏直接在着色器那里闪退蓝屏，试了20多种方法都不行，第一次见到有游戏优化这么差。",0,87,6.216388703039755e-05
X,Recommended,19.8,"
					剧情非常好，画质和游戏体验也都不错",0,23,0.992784465310628
Tkskrm,Recommended,22.4,"
					九岁时，妈妈拿《哈利波特》当睡前故事给我讲，当时还期待11岁会收到霍格沃茨的录取通知书。如今十二年过去了，当初的小学生也即将大学毕业，生活也逐渐被现实填满，但我对魔法世界的喜爱没有变过，游戏里购买魔杖时我仍会热泪盈眶，第一次骑上飞天扫帚也心怀悸动，城堡里许多熟悉又陌生场景让我仿佛又回到了十多年前那许许多多的夜晚，补全了童年的一块块拼图。这份霍格沃茨录取通知书迟到了十二年，今天终于交到了那个天真的九岁小孩手里。",0,212,0.9999999999999996
沂南,Recommended,22.3,"
					画面精美，任务设置精巧",0,17,0.9470351306232003
white_mustang_,Recommended,95.7,"
					喜欢，四个院都玩了，全部啃大瓜，伏地魔来了见了我都得跪地嚎一声祖师爷。当然了抛开魔法元素不谈，玩法重复性很高且枯燥，操作界面一度以为自己穿越回了2015年的巫师3……还有能玩的咒语太少了，希望花样再多点，比如粉身碎骨、神锋无影、呼神护卫、厉火、水牢等等；和NPC非任务时间几乎无互动（哪怕我创个路人，路人给我一巴掌都好啊），和塞巴斯蒂安等人过完主线就形同陌路似的太割裂了…………缺点太多，加了很多MOD玩起来才舒服起来，看在哈利波特IP的份上给个好评吧。",0,233,0.9999069341736424
Kris,Recommended,62.8,"
					    对于粉丝来说是惊喜的，对于玩家来说是不合格的。   先说推荐的部分：时隔多年再一次玩到哈利波特的游戏，相比十多年前建模和操作的提升是巨大的，飞天扫帚和坐骑也能畅游哈利波特的世界，也可以到处探索霍格沃茨城堡，各种咒语的效果也很惊艳， 开篇菲戈教授的修复咒直接让我高潮 种植、魔药、神奇动物、解谜、战斗、竞速等要素十分齐全，古代魔法的设定也让人眼前一亮。游戏操作也十分简单，可以专心搭配连招满足魔法幻想。    不推荐，也可以说不满意的点如下：1.糟糕的罐头游戏，有种育碧的“美感”，满地图的标志让人没有全部探索的欲望。2.无聊的装备系统，哪怕出个咒语熟练度都比这个强，洞穴里面解谜半天开个绿装狗都摇头。3.开放世界还要添加禁飞区，影响游戏体验，还有幻影移形呢？啃大瓜都学会了幻影移形不让用，飞行扫帚还要添加耐力条，地上跑步不累上天飞几步就喘了是吧。4.背景设定在一百年前，还是存在一点割裂感，更别提满屏幕的zzzq。5.主线通关后做全成就动力不足，完成成就和收集装备奖励的都是伤害血量相关，并不能支撑我投入时间。6.天赋点不满，玩个游戏还要取舍简直无理。    总之就是摆了一个霍格沃兹进去，然后添加乱七八糟的东西，游戏过程中的成长既不魔法也不科学，作为游戏来说还是差了点意思。",1,548,1.0
DiuDiu,Recommended,69.9,"
					闪退问题很严重",0,13,0.6497584235794808
卢本牛伟比,Recommended,12.4,"
					挺好的，就是可交互的NPC太少，希望后续DLC改进",0,31,0.7204213467053702
AchilL,Not Recommended,10.2,"
					喜欢搞政治正确，恶心的东西",1,19,0.5491435510616224
茶艺糕首,Recommended,25.1,"
					你说得对，但是骑着扫把在霍格沃兹城堡里开阔的草坪和湖面上、高耸的塔楼和廊桥间穿行是我一辈子的梦想",0,54,0.9998333936356016
Himeko,Not Recommended,51.3,"
					梅林在下！阿瓦达！啃大瓜！😠",0,20,0.5415995346581882
莉莉丝,Recommended,13.5,"
					建模再好看点就好啦",0,15,0.8935681853841128
link baby,Recommended,49.3,"
					比想象中的有趣，就算不是哈利波特粉丝也可以考虑入手，个人觉得值得一试。",0,41,0.9999871252630288
落地成盒,Recommended,58.0,"
					不错 很赞",0,11,0.9914408984375803
我要你吃早餐,Not Recommended,18.1,"
					平均20分钟闪退一次，真棒",0,19,0.15519795615037646
燃烧的脂肪肝,Recommended,13.3,"
					如果你HP迷的话建议入手",0,18,0.9167604627961997
SumMerUKa,Recommended,1.9,"
					斯教",0,8,0.908284620465797
三内可颂,Recommended,60.6,"
					有情怀的建议打折入手",0,16,0.9301617487584081
Arix,Recommended,66.1,"
					首发豪华版入的提前发售日3天开始玩的，作为哈迷闭眼入好吧，极度还原的霍格沃茨城堡，简直就是儿时哈利波特与密室游戏的强化版，满足了儿时对哈利波特魔法世界的一切幻想与当时的不甘，唯一不足的就是当年那款游戏有魁地奇可以玩，这款给分离成另一款新游戏了。对于哈迷来说本作诚意满满，处处都有只有哈迷才知道的惊喜彩蛋内容，哪怕是在大厅二楼拐角处听着壁画里的人弹吉他也能非常惬意的听上几小时，没事骑着扫帚或者鹰马翼兽在地图里瞎飞探索风景也不会觉得无聊。想必这就是魔法世界的魅力了吧，期待WB下一作霍格沃茨。非哈迷的话，买来当一部WB出品电影看也不错。为方便各位朋友抄作业，最后记录一下我的毕业出招表：因批瑞噢，阿瓦达啃大瓜，苦手，啊Q噢，地分斗，因散地噢，割类塞斯，ex培里啊莫斯，波M叭嗒，肯分润够，拉维澳萨，地三斗，瑞潘斗，地破嗖，鲁迈斯，温噶er顶拉维澳萨，瑞啪柔",1,383,1.0
秋橘,Recommended,29.6,"
					才看一片心，岁留望远意。期许惨灭下，柳柳化依依。空洞下申辩，才去爱来间。",0,42,0.11644025721937468
kenshin,Recommended,25.1,"
					霍格沃茨模拟器全收集很折磨b开锁术弄三个等级纯弱智设计boss太少没啥新意但是啃大瓜很爽",0,50,0.3515666532394468
王西瓜,Recommended,31.2,"
					很好 
",0,10,0.7795229979671993
榭传庭,Recommended,37.7,"
					爽",0,7,0.8636363636363636
RawJazz,Recommended,19.4,"
					制作优良，确实能感受到魔法世界的魅力",0,24,0.9999966437233171
原神,Recommended,66.2,"
					好玩",0,8,0.7894736842105263
QiuYu_Sama,Recommended,28.6,"
					捏脸能不能优化一下",0,15,0.2922846005279385
千叶寻,Recommended,14.8,"
					史上最好玩的游戏！",0,15,0.9675382798744762
hamburger,Recommended,30.4,"
					很棒的游戏，嫌剧情对话太多可以按鼠标右键逐句跳过对话",0,32,0.9466295762292857
FiveMalo,Not Recommended,107.2,"
					不是HP粉别买，优化依托答辩，玩法重复无聊，只有逛霍格沃茨才能稍微开心一点（闪退高发地）（好像也不会开心到哪去）",0,62,0.13965540156352518
星辰之影,Recommended,11.1,"
					通关了 我用的修改器打的剩下的一半 确实是玩不下去游戏了 游戏10分我打8分 剧情嘛比较俗套龙傲天男主拯救世界 你是被命运选中的人那类的 五年级新生拯救霍格沃兹 我也没仔细看 不过剧情塑造确实没得说 画面表现力我3050就玩着很舒服 虽然说突然关机过两次 掉了几个小时吧 游戏性还算可以 但是全收集之后估计谁都不会再去碰了吧 也没办法 剧情游戏嘛 对原作的还原我觉得打个9分? 我只看过电影版的解说 而且世界观是哈利波特100年以后的 这种东西谁说得准呢 起码霍格沃兹的建模挺还原的 而且黑恶势力这么强势魔法部到底是干什么吃的 总之值得一玩",0,276,0.999999999431525
不对称三项短路,Not Recommended,2.1,"
					逆天的手柄键位，罐头的游戏，咸淡还把控不好，逆天",0,30,0.005471888395334745
大橘为重,Recommended,11.9,"
					肩周炎都赖你",0,12,0.4737672181921908
185956836,Recommended,52.7,"
					打折入手，总体来说还可以啦。闪退问题网上可以找办法解决。",0,34,0.5623303113712097
现为脆弱的雪花之璧,Recommended,31.2,"
					好玩",0,8,0.7894736842105263
IVAN,Not Recommended,1.0,"
					这是很主观的评测，我觉得剧情和游戏性很不错，但是你都光追了这画面怎么还这样？光线的漫反射呢？直接照到的地方亮了，反射的地方是暗的，这是十年前的画面水平。操作也很奇怪，按住RT和不按住RT是两套操作，但是RT攻击没完全放掉的时候按Y，会识别成点亮而不是防御，太蛋疼。",0,138,0.8660701832991978
晚安,Recommended,24.9,"
					还原",0,8,0.5609756097560978
Terry,Recommended,37.2,"
					还原度非常高，很棒的游戏。但是公式化味道还是有些重，人物养成也比较浅显。不是一个很合格的rpg。",0,54,0.8465252063800321
fridaduo,Recommended,14.4,"
					真是太爱了，沉浸式入学，本来不觉得自己是粉丝，进公共休息室的一瞬间觉得自己可能也算哈迷吧，真快乐呀。请继续出神奇动物在哪里",0,67,0.9999594332934016
